start_basic_block,end_basic_block,num_basic_blocks,instructions,stack_ops,arithmetic_ops,logical_ops,function_calls,branches,direct_jumps,indirect_jumps,syscalls,r_type,i_type,s_type,u_type,b_type,j_type,total_time
16b6c,16b70,2.0,6.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,35646.0
16ad4,16af8,6.0,26.0,0.0,9.0,3.0,0.0,5.0,1.0,0.0,0.0,13.0,7.0,0.0,0.0,5.0,1.0,116313.0
16ad4,16b8c,5.0,23.0,0.0,8.0,3.0,0.0,4.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0,4.0,1.0,100310.0
16ad4,16b84,4.0,9.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,72133.0
16ad4,16b70,3.0,7.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,56251.0
16ad4,16b6c,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,39744.0
14d60,14d68,2.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,35700.0
14d50,14d60,3.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,114787.0
14d50,14d68,4.0,9.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,130368.0
14d50,14d58,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,94668.0
14d58,14d60,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,58279.0
14d58,14d68,3.0,7.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,73860.0
14bc0,14d60,4.0,12.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,3.0,0.0,136960.0
14bc0,14d68,5.0,15.0,0.0,7.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,3.0,1.0,152541.0
14bc0,14d50,2.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,78681.0
14bc0,14d58,3.0,10.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,116841.0
14ba0,14d60,5.0,20.0,0.0,9.0,2.0,0.0,4.0,0.0,1.0,0.0,4.0,11.0,0.0,1.0,4.0,0.0,149172.0
14ba0,14d68,6.0,23.0,0.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,4.0,13.0,0.0,1.0,4.0,1.0,164753.0
14ba0,14d50,3.0,16.0,0.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,9.0,0.0,1.0,2.0,0.0,90893.0
14ba0,14d58,4.0,18.0,0.0,8.0,2.0,0.0,3.0,0.0,1.0,0.0,4.0,10.0,0.0,1.0,3.0,0.0,129053.0
14ba0,14bc0,2.0,14.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,8.0,0.0,1.0,1.0,0.0,34385.0
14c1c,14d60,7.0,24.0,0.0,11.0,2.0,0.0,5.0,1.0,1.0,0.0,4.0,13.0,0.0,1.0,5.0,1.0,201395.0
14c1c,14d68,8.0,27.0,0.0,13.0,2.0,0.0,5.0,2.0,1.0,0.0,4.0,15.0,0.0,1.0,5.0,2.0,216976.0
14c1c,14d50,5.0,20.0,0.0,9.0,2.0,0.0,3.0,1.0,1.0,0.0,4.0,11.0,0.0,1.0,3.0,1.0,143116.0
14c1c,14d58,6.0,22.0,0.0,10.0,2.0,0.0,4.0,1.0,1.0,0.0,4.0,12.0,0.0,1.0,4.0,1.0,181276.0
14c1c,14bc0,4.0,18.0,0.0,8.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,10.0,0.0,1.0,2.0,1.0,86608.0
14c1c,14ba0,3.0,12.0,0.0,6.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,1.0,64435.0
14c1c,14c54,2.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,52223.0
14c54,14d60,6.0,23.0,0.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,4.0,13.0,0.0,1.0,4.0,1.0,166721.0
14c54,14d68,7.0,26.0,0.0,13.0,2.0,0.0,4.0,2.0,1.0,0.0,4.0,15.0,0.0,1.0,4.0,2.0,182302.0
14c54,14d50,4.0,19.0,0.0,9.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,11.0,0.0,1.0,2.0,1.0,108442.0
14c54,14d58,5.0,21.0,0.0,10.0,2.0,0.0,3.0,1.0,1.0,0.0,4.0,12.0,0.0,1.0,3.0,1.0,146602.0
14c54,14bc0,3.0,17.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,10.0,0.0,1.0,1.0,1.0,51934.0
14c54,14ba0,2.0,11.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,29761.0
11338,11348,2.0,7.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,105968.0
12b00,12bf8,2.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,250092.0
12b00,12b0c,4.0,12.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,3.0,1.0,460573.0
12b00,12c00,3.0,7.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,340158.0
129cc,12a00,4.0,25.0,2.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,13.0,2.0,3.0,4.0,0.0,565957.0
129cc,129f0,2.0,11.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,232026.0
129cc,129f8,3.0,13.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,0.0,319741.0
15754,15724,2.0,17.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,1.0,52992.0
1574c,15724,3.0,19.0,0.0,7.0,2.0,0.0,2.0,1.0,0.0,0.0,12.0,4.0,0.0,0.0,2.0,1.0,83503.0
1574c,15754,2.0,16.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,1.0,65515.0
15744,15724,4.0,21.0,0.0,8.0,2.0,0.0,3.0,1.0,0.0,0.0,12.0,5.0,0.0,0.0,3.0,1.0,109081.0
15744,15754,3.0,18.0,0.0,7.0,2.0,0.0,2.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,2.0,1.0,91093.0
15744,1574c,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,56089.0
15790,15724,5.0,25.0,0.0,9.0,3.0,0.0,3.0,2.0,0.0,0.0,13.0,7.0,0.0,0.0,3.0,2.0,164212.0
15790,15754,4.0,22.0,0.0,8.0,3.0,0.0,2.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,2.0,2.0,146224.0
15790,1574c,3.0,8.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,111220.0
15790,15744,2.0,6.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,80709.0
1578c,15724,6.0,26.0,0.0,9.0,3.0,0.0,4.0,2.0,0.0,0.0,13.0,7.0,0.0,0.0,4.0,2.0,186456.0
1578c,15754,5.0,23.0,0.0,8.0,3.0,0.0,3.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,3.0,2.0,168468.0
1578c,1574c,4.0,9.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,133464.0
1578c,15744,3.0,7.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,102953.0
1578c,15790,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,77375.0
15700,15724,7.0,27.0,0.0,9.0,3.0,0.0,5.0,2.0,0.0,0.0,13.0,7.0,0.0,0.0,5.0,2.0,232904.0
15700,15754,6.0,24.0,0.0,8.0,3.0,0.0,4.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,4.0,2.0,214916.0
15700,1574c,5.0,10.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0,179912.0
15700,15744,4.0,8.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,149401.0
15700,15790,3.0,6.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,123823.0
15700,1578c,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,68692.0
10574,105b8,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,17954.0
10564,105e8,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,15168.0
149f8,14a30,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,15993.0
10554,10618,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,9394.0
14aa8,14ac8,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,59312.0
14aa4,14aa8,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56767.0
14aa4,14ac8,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,95637.0
154c8,15b08,4.0,26.0,5.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,3.0,19.0,0.0,1.0,3.0,0.0,246136.0
154c8,15aa8,2.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,119643.0
154c8,15ad0,3.0,11.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,3.0,0.0,187993.0
16dd8,16da8,2.0,17.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,1.0,52925.99999999999
16dd0,16da8,3.0,19.0,0.0,7.0,2.0,0.0,2.0,1.0,0.0,0.0,12.0,4.0,0.0,0.0,2.0,1.0,101602.0
16dd0,16dd8,2.0,16.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,1.0,75180.0
16dc8,16da8,4.0,21.0,0.0,8.0,2.0,0.0,3.0,1.0,0.0,0.0,12.0,5.0,0.0,0.0,3.0,1.0,178828.0
16dc8,16dd8,3.0,18.0,0.0,7.0,2.0,0.0,2.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,2.0,1.0,152406.0
16dc8,16dd0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,125902.0
16e14,16da8,5.0,25.0,0.0,9.0,3.0,0.0,3.0,2.0,0.0,0.0,13.0,7.0,0.0,0.0,3.0,2.0,264442.0
16e14,16dd8,4.0,22.0,0.0,8.0,3.0,0.0,2.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,2.0,2.0,238020.0
16e14,16dd0,3.0,8.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,211516.0
16e14,16dc8,2.0,6.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,162840.0
16e10,16da8,6.0,26.0,0.0,9.0,3.0,0.0,4.0,2.0,0.0,0.0,13.0,7.0,0.0,0.0,4.0,2.0,290618.0
16e10,16dd8,5.0,23.0,0.0,8.0,3.0,0.0,3.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,3.0,2.0,264196.0
16e10,16dd0,4.0,9.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,237692.0
16e10,16dc8,3.0,7.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,189016.0
16e10,16e14,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,111790.0
15458,1547c,6.0,26.0,0.0,9.0,3.0,0.0,5.0,1.0,0.0,0.0,13.0,7.0,0.0,0.0,5.0,1.0,14860.0
15458,154f0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5525.0
15458,15508,4.0,9.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,9951.0
15458,15510,5.0,23.0,0.0,8.0,3.0,0.0,4.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0,4.0,1.0,12445.0
15458,154f4,3.0,7.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,6647.0
154f0,1547c,5.0,25.0,0.0,9.0,3.0,0.0,4.0,1.0,0.0,0.0,13.0,7.0,0.0,0.0,4.0,1.0,12077.0
154f0,15508,3.0,8.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,7168.0
154f0,15510,4.0,22.0,0.0,8.0,3.0,0.0,3.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0,3.0,1.0,9662.0
154f0,154f4,2.0,6.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,3864.0
14494,144e4,2.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3886.0
14434,144e4,3.0,7.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,7530.0
14434,14494,2.0,6.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,4766.0
15220,15260,3.0,18.0,4.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,2.0,0.0,2214887.0
15220,15244,2.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1431157.0
14204,14570,6.0,25.0,4.0,4.0,5.0,0.0,4.0,1.0,1.0,0.0,2.0,18.0,0.0,0.0,4.0,1.0,3518061.0
14204,14554,5.0,12.0,0.0,3.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,2939524.0
14204,14530,4.0,9.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,2364752.0
17130,17190,3.0,24.0,5.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,18.0,0.0,1.0,2.0,0.0,613451.0
17130,17158,2.0,9.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,487687.0
16930,16838,2.0,6.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,476990.0
15010,15018,2.0,6.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,49751.0
17304,17438,9.0,37.0,0.0,8.0,7.0,0.0,6.0,3.0,0.0,0.0,7.0,19.0,0.0,2.0,6.0,3.0,1784527.0
17304,173e0,4.0,27.0,0.0,6.0,5.0,0.0,3.0,1.0,0.0,0.0,7.0,14.0,0.0,2.0,3.0,1.0,833449.0
17304,173a4,5.0,29.0,0.0,6.0,6.0,0.0,4.0,1.0,0.0,0.0,7.0,15.0,0.0,2.0,4.0,1.0,1006586.0
17304,17350,3.0,20.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,11.0,0.0,2.0,3.0,0.0,623058.0
17304,1733c,2.0,19.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,11.0,0.0,2.0,2.0,0.0,424829.0
15b8c,15c3c,5.0,62.0,9.0,19.0,8.0,0.0,5.0,0.0,0.0,0.0,11.0,33.0,9.0,4.0,5.0,0.0,634355.0
15b8c,15e30,6.0,63.0,9.0,19.0,8.0,0.0,6.0,0.0,0.0,0.0,11.0,33.0,9.0,4.0,6.0,0.0,766043.0
15b8c,15be8,3.0,42.0,9.0,11.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0,22.0,9.0,3.0,3.0,0.0,380167.0
15b8c,15c34,4.0,44.0,9.0,12.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,23.0,9.0,3.0,4.0,0.0,514808.0
15b8c,15bdc,2.0,23.0,9.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,10.0,9.0,1.0,2.0,0.0,253030.0
10e24,10e38,2.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,15617.0
10e1c,10e24,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,12141.0
10e1c,10e38,3.0,8.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,24392.0
16354,10e24,3.0,7.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,20842.0
16354,10e38,4.0,10.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,33093.0
16354,10e1c,2.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,17476.0
1633c,10e24,7.0,12.0,0.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,2.0,55644.0
1633c,10e38,8.0,15.0,0.0,4.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,6.0,0.0,1.0,4.0,3.0,67895.0
1633c,10e1c,6.0,9.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,52278.0
1633c,16354,5.0,7.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,43503.0
1633c,16398,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,15186.0
1633c,16350,4.0,5.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,34802.0
1633c,1639c,3.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,25654.0
16398,10e24,6.0,10.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,52360.0
16398,10e38,7.0,13.0,0.0,4.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,6.0,0.0,1.0,3.0,3.0,64611.0
16398,10e1c,5.0,7.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,48994.0
16398,16354,4.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,40219.0
16398,16350,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,31518.0
