start_basic_block,end_basic_block,num_basic_blocks,instructions,stack_ops,arithmetic_ops,logical_ops,function_calls,branches,direct_jumps,indirect_jumps,syscalls,r_type,i_type,s_type,u_type,b_type,j_type,total_time
15898,158b0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,737.0
158ac,13914,6.0,16.0,4.0,4.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,11.0,1.0,0.0,1.0,2.0,994.0
158ac,12c54,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,710.0
158ac,158b8,5.0,12.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,852.0
158ac,12c50,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,347.0
158ac,158b0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,516.0
157c0,1586c,2.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,392.0
157c0,15870,3.0,9.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,535.0
1586c,15870,2.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,364.0
15ca0,157c0,4.0,22.0,7.0,11.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,19.0,2.0,0.0,1.0,0.0,676.0
15ca0,1586c,5.0,23.0,7.0,11.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,19.0,2.0,0.0,2.0,0.0,897.0
15ca0,15cd0,2.0,15.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,2.0,0.0,0.0,0.0,362.0
15ca0,157b8,3.0,17.0,4.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,14.0,2.0,0.0,1.0,0.0,505.0
15ca0,15870,6.0,26.0,7.0,11.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,21.0,2.0,0.0,3.0,0.0,1040.0
15cd0,157c0,3.0,12.0,5.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,457.0
15cd0,1586c,4.0,13.0,5.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,678.0
15cd0,157b8,2.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,285.99999999999994
15cd0,15870,5.0,16.0,5.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,821.0
1526c,157c0,6.0,33.0,10.0,14.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,23.0,6.0,1.0,1.0,2.0,1115.0
1526c,1586c,7.0,34.0,10.0,14.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,23.0,6.0,1.0,2.0,2.0,1336.0
1526c,15ca0,3.0,21.0,5.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0,6.0,1.0,0.0,2.0,658.0
1526c,15cd0,4.0,26.0,7.0,12.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,17.0,6.0,1.0,0.0,2.0,801.0
1526c,15794,2.0,11.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,439.0
1526c,157b8,5.0,28.0,7.0,13.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,18.0,6.0,1.0,1.0,2.0,944.0
1526c,15870,8.0,37.0,10.0,14.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,25.0,6.0,1.0,3.0,2.0,1479.0
15794,157c0,5.0,31.0,10.0,14.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,22.0,6.0,1.0,1.0,1.0,891.0
15794,1586c,6.0,32.0,10.0,14.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,22.0,6.0,1.0,2.0,1.0,1112.0
15794,15ca0,2.0,19.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,6.0,1.0,0.0,1.0,434.0
15794,15cd0,3.0,24.0,7.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,16.0,6.0,1.0,0.0,1.0,577.0
15794,157b8,4.0,26.0,7.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,17.0,6.0,1.0,1.0,1.0,720.0
15794,15870,7.0,35.0,10.0,14.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,24.0,6.0,1.0,3.0,1.0,1255.0
15854,157c0,8.0,39.0,10.0,16.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,28.0,6.0,1.0,2.0,2.0,1457.0
15854,1586c,9.0,40.0,10.0,16.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,28.0,6.0,1.0,3.0,2.0,1678.0
15854,15ca0,5.0,27.0,5.0,12.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,17.0,6.0,1.0,1.0,2.0,1000.0
15854,15cd0,6.0,32.0,7.0,14.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,22.0,6.0,1.0,1.0,2.0,1143.0
15854,1526c,3.0,8.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,566.0
15854,15794,4.0,17.0,3.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,4.0,1.0,1.0,2.0,781.0
15854,15860,2.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,342.0
15854,157b8,7.0,34.0,7.0,15.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,23.0,6.0,1.0,2.0,2.0,1286.0
15860,157c0,7.0,36.0,10.0,15.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,26.0,6.0,1.0,1.0,2.0,1315.0
15860,1586c,8.0,37.0,10.0,15.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,26.0,6.0,1.0,2.0,2.0,1536.0
15860,15ca0,4.0,24.0,5.0,11.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,15.0,6.0,1.0,0.0,2.0,858.0
15860,15cd0,5.0,29.0,7.0,13.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,20.0,6.0,1.0,0.0,2.0,1001.0
15860,1526c,2.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,424.0
15860,15794,3.0,14.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,4.0,1.0,0.0,2.0,639.0
15860,157b8,6.0,31.0,7.0,14.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,21.0,6.0,1.0,1.0,2.0,1144.0
15860,15870,9.0,40.0,10.0,15.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0,28.0,6.0,1.0,3.0,2.0,1679.0
12674,12810,2.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,353.0
12674,12818,3.0,9.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,475.0
15818,15820,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,402.0
15818,15848,3.0,7.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,629.0
15820,15848,2.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,458.0
13910,15818,4.0,12.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,3.0,0.0,850.0
13910,15820,5.0,14.0,4.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,4.0,0.0,1081.0
13910,157f4,2.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,451.0
13910,1580c,3.0,10.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,679.0
13910,15848,6.0,17.0,4.0,5.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,8.0,4.0,0.0,4.0,1.0,1308.0
157f4,15818,3.0,11.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,631.0
157f4,15820,4.0,13.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,0.0,862.0
157f4,1580c,2.0,9.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,460.0
157f4,15848,5.0,16.0,4.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,4.0,1.0,1089.0
12784,1278c,2.0,10.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,301.0
12784,127b0,3.0,12.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,3.0,0.0,480.0
1580c,15818,2.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,399.0
1580c,15820,3.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,630.0
1580c,15848,4.0,10.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,857.0
13754,1352c,2.0,11.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0,1.0,424.0
13508,14698,5.0,9.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,834.0
13508,14670,4.0,7.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,659.0
13508,13748,2.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,303.0
13508,1466c,3.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,484.0
134dc,13508,5.0,17.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,5.0,0.0,610.0
134dc,14698,9.0,25.0,0.0,9.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,14.0,0.0,0.0,8.0,1.0,1321.0
134dc,14670,8.0,23.0,0.0,8.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,13.0,0.0,0.0,7.0,1.0,1146.0
134dc,13748,6.0,20.0,0.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,5.0,1.0,790.0
134dc,1466c,7.0,21.0,0.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,6.0,1.0,971.0
13900,15818,5.0,16.0,4.0,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,1071.0
13900,15820,6.0,18.0,4.0,5.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,5.0,0.0,1302.0
13900,13910,2.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,440.0
13900,157f4,3.0,11.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,672.0
13900,1580c,4.0,14.0,4.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,3.0,0.0,900.0
13900,15848,7.0,21.0,4.0,7.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,11.0,4.0,0.0,5.0,1.0,1529.0
135d8,13508,8.0,23.0,0.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,13.0,0.0,0.0,6.0,2.0,1037.0
135d8,134dc,4.0,8.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,551.0
135d8,13748,9.0,26.0,0.0,10.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,15.0,0.0,0.0,6.0,3.0,1217.0
135b8,144b4,4.0,14.0,0.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,637.0
135b8,135c8,2.0,8.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,305.0
135b8,14478,3.0,11.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,481.0
12c50,13914,5.0,15.0,4.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,11.0,1.0,0.0,1.0,1.0,816.0
12c50,12c54,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,532.0
12c50,158b8,4.0,11.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,674.0
12c50,158b0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,338.0
14670,14698,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,350.0
13748,14698,4.0,8.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,711.0
13748,14670,3.0,6.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,536.0
13748,1466c,2.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,361.0
1453c,144c4,5.0,14.0,0.0,4.0,4.0,0.0,3.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,3.0,1.0,854.0
1453c,1454c,4.0,12.0,0.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,718.0
1453c,14548,3.0,11.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,582.0
135c8,144b4,3.0,10.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,513.0
135c8,14478,2.0,7.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,357.0
14478,144b4,2.0,6.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,332.0
10754,1076c,2.0,12.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,27873.0
10224,102c0,6.0,53.0,2.0,12.0,2.0,0.0,4.0,1.0,1.0,0.0,3.0,33.0,12.0,0.0,4.0,1.0,7362532.0
10224,102b4,2.0,12.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,237526.0
10d60,10dcc,5.0,24.0,0.0,6.0,1.0,1.0,2.0,0.0,3.0,0.0,3.0,9.0,8.0,2.0,2.0,0.0,1125.0
1033c,10368,2.0,57.0,2.0,12.0,10.0,0.0,1.0,0.0,1.0,0.0,12.0,37.0,7.0,0.0,1.0,0.0,75060.0
10648,106a4,9.0,81.0,2.0,17.0,3.0,0.0,4.0,4.0,1.0,0.0,7.0,48.0,18.0,0.0,4.0,4.0,1688064.0
10648,10420,2.0,26.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,2.0,46058.0
10648,104d0,7.0,67.0,2.0,12.0,3.0,0.0,3.0,3.0,1.0,0.0,4.0,39.0,18.0,0.0,3.0,3.0,1660756.0
10648,10674,8.0,77.0,2.0,16.0,3.0,0.0,4.0,3.0,1.0,0.0,7.0,45.0,18.0,0.0,4.0,3.0,1679500.0
10648,10490,6.0,57.0,1.0,10.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,31.0,16.0,0.0,3.0,3.0,1652192.0
10420,106a4,8.0,70.0,2.0,12.0,3.0,0.0,4.0,3.0,1.0,0.0,7.0,40.0,16.0,0.0,4.0,3.0,1660290.0
10420,104d0,6.0,56.0,2.0,7.0,3.0,0.0,3.0,2.0,1.0,0.0,4.0,31.0,16.0,0.0,3.0,2.0,1632982.0
10420,10674,7.0,66.0,2.0,11.0,3.0,0.0,4.0,2.0,1.0,0.0,7.0,37.0,16.0,0.0,4.0,2.0,1651726.0
10420,10490,5.0,46.0,1.0,5.0,3.0,0.0,3.0,2.0,0.0,0.0,4.0,23.0,14.0,0.0,3.0,2.0,1624418.0
158b0,13914,4.0,14.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,10.0,1.0,0.0,1.0,1.0,647.0
158b0,12c54,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,363.0
158b0,158b8,3.0,10.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,505.0
104d0,106a4,3.0,24.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,17.0,2.0,0.0,1.0,1.0,35872.0
104d0,10674,2.0,20.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,14.0,2.0,0.0,1.0,0.0,27308.0
10674,106a4,2.0,14.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,1.0,27308.0
104c8,106a4,7.0,55.0,1.0,9.0,3.0,0.0,4.0,2.0,1.0,0.0,7.0,35.0,7.0,0.0,4.0,2.0,1642006.0
104c8,104d0,5.0,41.0,1.0,4.0,3.0,0.0,3.0,1.0,1.0,0.0,4.0,26.0,7.0,0.0,3.0,1.0,1614698.0
104c8,10674,6.0,51.0,1.0,8.0,3.0,0.0,4.0,1.0,1.0,0.0,7.0,32.0,7.0,0.0,4.0,1.0,1633442.0
104c8,10490,4.0,31.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,4.0,18.0,5.0,0.0,3.0,1.0,1606134.0
14d0c,15ebc,2.0,14.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,1.0,332.0
14d0c,14d38,8.0,50.0,8.0,29.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,37.0,7.0,1.0,2.0,1.0,1148.0
14d0c,14d30,7.0,45.0,5.0,28.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,32.0,7.0,1.0,2.0,1.0,972.0
14d0c,15f28,6.0,43.0,5.0,27.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,31.0,7.0,1.0,1.0,1.0,849.0
15ebc,14d38,7.0,41.0,5.0,26.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,34.0,3.0,0.0,2.0,0.0,967.0
15ebc,14d30,6.0,36.0,2.0,25.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,29.0,3.0,0.0,2.0,0.0,791.0
15ebc,15f28,5.0,34.0,2.0,24.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,28.0,3.0,0.0,1.0,0.0,668.0
10d44,10108,6.0,19.0,5.0,6.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,15.0,0.0,1.0,2.0,1.0,665.0
10d44,10b38,7.0,24.0,7.0,8.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,17.0,2.0,1.0,2.0,2.0,804.0
10d44,10d48,5.0,15.0,4.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0,526.0
10d44,107a4,8.0,40.0,9.0,12.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,26.0,6.0,4.0,2.0,2.0,943.0
10d44,10b4c,9.0,42.0,9.0,13.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,27.0,6.0,4.0,2.0,3.0,1082.0
1278c,127b0,2.0,10.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,301.0
1466c,14698,3.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,531.0
1466c,14670,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,356.0
10568,10778,2.0,13.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,1.0,1.0,305.0
102b4,102c0,5.0,44.0,1.0,9.0,2.0,0.0,4.0,0.0,1.0,0.0,3.0,30.0,7.0,0.0,4.0,0.0,7255145.0
10248,102c0,4.0,41.0,1.0,8.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,28.0,7.0,0.0,3.0,0.0,7125006.0
10d84,15c04,9.0,26.0,0.0,9.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,13.0,3.0,2.0,5.0,3.0,637.0
10d84,15c60,8.0,23.0,0.0,8.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,11.0,3.0,2.0,4.0,3.0,580.0
10d84,100ec,4.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,391.0
10d84,100f8,5.0,12.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,446.0
10d84,10d94,2.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,312.0
10d84,15780,6.0,17.0,0.0,7.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,8.0,2.0,2.0,3.0,2.0,503.0
10d84,15bf8,7.0,20.0,0.0,7.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,10.0,2.0,2.0,4.0,2.0,560.0
10d84,10d98,3.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,371.0
157b8,157c0,2.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,314.0
157b8,1586c,3.0,8.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,535.0
157b8,15870,4.0,11.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,678.0
10f2c,12938,8.0,65.0,16.0,19.0,3.0,0.0,4.0,3.0,1.0,0.0,5.0,24.0,27.0,2.0,4.0,3.0,1076.0
10f2c,10fb8,3.0,12.0,0.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,498.0
10f2c,10e5c,4.0,28.0,7.0,9.0,3.0,0.0,3.0,0.0,1.0,0.0,5.0,12.0,7.0,1.0,3.0,0.0,629.0
10f2c,10f48,2.0,10.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,336.0
10f2c,12c4c,7.0,34.0,8.0,10.0,3.0,0.0,4.0,2.0,1.0,0.0,5.0,14.0,8.0,1.0,4.0,2.0,973.0
10f2c,10ef0,5.0,31.0,8.0,10.0,3.0,0.0,3.0,1.0,1.0,0.0,5.0,13.0,8.0,1.0,3.0,1.0,732.0
10f2c,12c40,6.0,33.0,8.0,10.0,3.0,0.0,4.0,1.0,1.0,0.0,5.0,14.0,8.0,1.0,4.0,1.0,835.0
12810,12818,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,296.0
15d74,13b40,8.0,66.0,12.0,13.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,42.0,15.0,3.0,2.0,2.0,1390.0
15d74,13c00,9.0,82.0,23.0,17.0,1.0,0.0,3.0,2.0,4.0,0.0,2.0,46.0,26.0,3.0,3.0,2.0,1528.0
15d74,15fa8,2.0,31.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,13.0,0.0,0.0,1.0,528.0
