start_basic_block,end_basic_block,num_basic_blocks,instructions,stack_ops,arithmetic_ops,logical_ops,function_calls,branches,direct_jumps,indirect_jumps,syscalls,r_type,i_type,s_type,u_type,b_type,j_type,total_time
1299c,15628,4.0,11.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,1129.0
1299c,129a0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,934.0
1299c,15620,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,734.0
15620,13660,4.0,14.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,10.0,1.0,0.0,1.0,1.0,1149.0
15620,15628,3.0,10.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,930.0
15620,129a0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,735.0
1561c,13660,6.0,16.0,4.0,4.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,11.0,1.0,0.0,1.0,2.0,1547.0
1561c,15628,5.0,12.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,1328.0
1561c,129a0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1133.0
1561c,1299c,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,398.0
1561c,15620,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,933.0
15530,155dc,2.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,406.0
15530,155e0,3.0,9.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,697.0
155dc,155e0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,520.0
15a10,15530,4.0,22.0,7.0,11.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,19.0,2.0,0.0,1.0,0.0,838.0
15a10,155dc,5.0,23.0,7.0,11.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,19.0,2.0,0.0,2.0,0.0,1067.0
15a10,15a40,2.0,15.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,2.0,0.0,0.0,0.0,442.0
15a10,155e0,6.0,26.0,7.0,11.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,21.0,2.0,0.0,3.0,0.0,1358.0
15a10,15528,3.0,17.0,4.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,14.0,2.0,0.0,1.0,0.0,661.0
15a40,15530,3.0,12.0,5.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,615.0
15a40,155dc,4.0,13.0,5.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,844.0
15a40,155e0,5.0,16.0,5.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,1135.0
15a40,15528,2.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,438.0
15504,15530,5.0,31.0,10.0,14.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,22.0,6.0,1.0,1.0,1.0,1131.0
15504,155dc,6.0,32.0,10.0,14.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,22.0,6.0,1.0,2.0,1.0,1360.0
15504,15a10,2.0,19.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,6.0,1.0,0.0,1.0,516.0
15504,15a40,3.0,24.0,7.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,16.0,6.0,1.0,0.0,1.0,735.0
15504,155e0,7.0,35.0,10.0,14.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,24.0,6.0,1.0,3.0,1.0,1651.0
15504,15528,4.0,26.0,7.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,17.0,6.0,1.0,1.0,1.0,954.0
14fd0,15530,6.0,33.0,10.0,14.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,23.0,6.0,1.0,1.0,2.0,1274.0
14fd0,155dc,7.0,34.0,10.0,14.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,23.0,6.0,1.0,2.0,2.0,1503.0
14fd0,15a10,3.0,21.0,5.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0,6.0,1.0,0.0,2.0,659.0
14fd0,15a40,4.0,26.0,7.0,12.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,17.0,6.0,1.0,0.0,2.0,878.0
14fd0,15504,2.0,11.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,436.0
14fd0,155e0,8.0,37.0,10.0,14.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,25.0,6.0,1.0,3.0,2.0,1794.0
14fd0,15528,5.0,28.0,7.0,13.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,18.0,6.0,1.0,1.0,2.0,1097.0
155c4,15530,8.0,39.0,10.0,16.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,28.0,6.0,1.0,2.0,2.0,1753.0
155c4,155dc,9.0,40.0,10.0,16.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,28.0,6.0,1.0,3.0,2.0,1982.0
155c4,15a10,5.0,27.0,5.0,12.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,17.0,6.0,1.0,1.0,2.0,1138.0
155c4,15a40,6.0,32.0,7.0,14.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,22.0,6.0,1.0,1.0,2.0,1357.0
155c4,15504,4.0,17.0,3.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,4.0,1.0,1.0,2.0,915.0
155c4,14fd0,3.0,8.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,622.0
155c4,155d0,2.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,479.0
155c4,15528,7.0,34.0,7.0,15.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,23.0,6.0,1.0,2.0,2.0,1576.0
1255c,12564,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,355.0
15590,155b8,2.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,455.0
15588,155b8,3.0,7.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,763.0
15588,15590,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,532.0
1365c,155b8,6.0,17.0,4.0,5.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,8.0,4.0,0.0,4.0,1.0,1447.0
1365c,15590,5.0,14.0,4.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,4.0,0.0,1216.0
1365c,15588,4.0,12.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,3.0,0.0,992.0
1365c,15564,2.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,452.0
1365c,1557c,3.0,10.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,684.0
15564,155b8,5.0,16.0,4.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,4.0,1.0,1219.0
15564,15590,4.0,13.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,0.0,988.0
15564,15588,3.0,11.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,764.0
15564,1557c,2.0,9.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,456.0
1557c,155b8,4.0,10.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,995.0
1557c,15590,3.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,764.0
1557c,15588,2.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,540.0
124d0,124d8,2.0,10.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,295.0
124d0,124fc,3.0,12.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,3.0,0.0,500.0
124d8,124fc,2.0,10.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,378.0
134a0,13278,2.0,11.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0,1.0,359.0
13228,143fc,9.0,25.0,0.0,9.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,14.0,0.0,0.0,8.0,1.0,1410.0
13228,13254,5.0,17.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,5.0,0.0,757.0
13228,13494,6.0,20.0,0.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,5.0,1.0,879.0
13228,143d0,7.0,21.0,0.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,6.0,1.0,1053.0
13228,143d4,8.0,23.0,0.0,8.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,13.0,0.0,0.0,7.0,1.0,1236.0
13304,14218,4.0,14.0,0.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,596.0
13304,13314,2.0,8.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,299.0
13304,141dc,3.0,11.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,422.0
15608,13660,7.0,18.0,4.0,4.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,12.0,1.0,0.0,2.0,2.0,1775.0
15608,15628,6.0,14.0,4.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,10.0,1.0,0.0,1.0,2.0,1556.0
15608,129a0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1361.0
15608,1299c,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,626.0
15608,15620,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1161.0
15608,1561c,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,427.0
13254,143fc,5.0,9.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,828.0
13254,13494,2.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,297.0
13254,143d0,3.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,471.0
13254,143d4,4.0,7.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,654.0
13494,143fc,4.0,8.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,653.0
13494,143d0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,296.0
13494,143d4,3.0,6.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,479.0
142a0,142b0,4.0,12.0,0.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,691.0
142a0,14228,5.0,14.0,0.0,4.0,4.0,0.0,3.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,3.0,1.0,851.0
142a0,142ac,3.0,11.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,559.0
13314,14218,3.0,10.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,420.0
13314,141dc,2.0,7.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,246.0
15c98,14a9c,3.0,12.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,489.0
15c98,14a94,2.0,7.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,304.0
13324,13228,4.0,8.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,586.0
13324,13254,8.0,23.0,0.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,13.0,0.0,0.0,6.0,2.0,1169.0
13324,13494,9.0,26.0,0.0,10.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,15.0,0.0,0.0,6.0,3.0,1291.0
14a94,14a9c,2.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,337.0
15c2c,15c98,5.0,34.0,2.0,24.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,28.0,3.0,0.0,1.0,0.0,685.0
15c2c,14a9c,7.0,41.0,5.0,26.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,34.0,3.0,0.0,2.0,0.0,1022.0
15c2c,14a94,6.0,36.0,2.0,25.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,29.0,3.0,0.0,2.0,0.0,837.0
14a70,15c98,6.0,43.0,5.0,27.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,31.0,7.0,1.0,1.0,1.0,808.0
14a70,14a9c,8.0,50.0,8.0,29.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,37.0,7.0,1.0,2.0,1.0,1145.0
14a70,14a94,7.0,45.0,5.0,28.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,32.0,7.0,1.0,2.0,1.0,960.0
14a70,15c2c,2.0,14.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,1.0,308.0
10678,10338,6.0,62.0,2.0,12.0,0.0,0.0,4.0,1.0,1.0,0.0,7.0,30.0,12.0,8.0,4.0,1.0,17345.0
10678,10698,2.0,23.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,10.0,5.0,3.0,2.0,0.0,3286.9999999999995
10678,10734,4.0,54.0,2.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0,26.0,10.0,8.0,3.0,0.0,14104.0
10678,10268,5.0,57.0,2.0,10.0,0.0,0.0,3.0,1.0,1.0,0.0,7.0,26.0,12.0,8.0,3.0,1.0,16302.0
10678,106dc,3.0,43.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,19.0,8.0,6.0,3.0,0.0,9610.0
10698,10338,5.0,56.0,1.0,10.0,0.0,0.0,3.0,1.0,1.0,0.0,7.0,27.0,10.0,8.0,3.0,1.0,16301.0
10698,10734,3.0,48.0,1.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,23.0,8.0,8.0,2.0,0.0,13060.0
10698,10268,4.0,51.0,1.0,8.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,23.0,10.0,8.0,2.0,1.0,15258.0
10698,106dc,2.0,37.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,16.0,6.0,6.0,2.0,0.0,8566.0
10234,10678,5.0,44.0,5.0,13.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,22.0,10.0,6.0,2.0,2.0,18136.0
10234,10698,6.0,61.0,5.0,16.0,1.0,0.0,3.0,2.0,1.0,0.0,5.0,29.0,13.0,9.0,3.0,2.0,20379.0
10234,10734,8.0,92.0,6.0,21.0,1.0,0.0,4.0,2.0,2.0,0.0,9.0,45.0,18.0,14.0,4.0,2.0,31196.0
10234,10268,9.0,95.0,6.0,21.0,1.0,0.0,4.0,3.0,2.0,0.0,9.0,45.0,20.0,14.0,4.0,3.0,33394.0
10234,106dc,7.0,81.0,5.0,19.0,1.0,0.0,4.0,2.0,1.0,0.0,9.0,38.0,16.0,12.0,4.0,2.0,26702.0
10234,105ac,2.0,14.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,6646.999999999999
10234,105f0,3.0,30.0,4.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,14.0,7.0,6.0,1.0,1.0,12373.0
10234,10248,4.0,38.0,4.0,11.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,19.0,8.0,6.0,1.0,2.0,17092.0
143d0,143fc,3.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,531.0
143d0,143d4,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,357.0
143d4,143fc,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,357.0
15aac,13898,9.0,78.0,15.0,21.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,51.0,18.0,3.0,2.0,2.0,1418.0
15aac,15ae4,2.0,16.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,1.0,387.0
15aac,1379c,8.0,74.0,14.0,19.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,48.0,18.0,3.0,2.0,1.0,1315.0
15aac,156ac,5.0,51.0,6.0,14.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,33.0,16.0,0.0,1.0,1.0,918.0
15aac,156b4,6.0,56.0,9.0,15.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,38.0,16.0,0.0,1.0,1.0,1049.0
15aac,15af4,4.0,49.0,6.0,13.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,32.0,16.0,0.0,0.0,1.0,778.0
15aac,13798,7.0,57.0,9.0,15.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,38.0,16.0,0.0,2.0,1.0,1180.0
15aac,15d18,3.0,43.0,3.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,26.0,16.0,0.0,0.0,1.0,511.0
10b6c,10b80,2.0,6.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,91135.99999999999
102a0,102d0,5.0,61.0,2.0,26.0,4.0,0.0,2.0,2.0,1.0,0.0,6.0,38.0,7.0,6.0,2.0,2.0,4692099.0
102a0,1030c,2.0,16.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,3.0,0.0,1.0,1.0,252273.99999999997
102a0,10320,6.0,72.0,2.0,30.0,4.0,0.0,3.0,2.0,1.0,0.0,6.0,46.0,9.0,6.0,3.0,2.0,4892228.0
10214,10498,2.0,13.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,1.0,1.0,366.0
10358,10454,2.0,21.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,14.0,2.0,0.0,1.0,1.0,18380.0
10454,1042c,9.0,56.0,0.0,13.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,37.0,6.0,0.0,8.0,1.0,1533600.0
123c0,12564,3.0,9.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,560.0
123c0,1255c,2.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,385.0
10abc,10acc,3.0,12.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,0.0,645869.0000000001
10abc,10adc,4.0,13.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,688157.0000000001
10abc,10ac0,2.0,8.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,131196.0
102cc,102d0,3.0,45.0,2.0,19.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,28.0,4.0,6.0,1.0,1.0,4439825.0
102cc,1051c,2.0,25.0,2.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,13.0,2.0,6.0,0.0,1.0,3588567.0
102cc,10320,4.0,56.0,2.0,23.0,4.0,0.0,2.0,1.0,1.0,0.0,5.0,36.0,6.0,6.0,2.0,1.0,4639954.0
1030c,102d0,4.0,50.0,2.0,21.0,4.0,0.0,2.0,1.0,1.0,0.0,5.0,32.0,4.0,6.0,2.0,1.0,4498945.0
1030c,10320,5.0,61.0,2.0,25.0,4.0,0.0,3.0,1.0,1.0,0.0,5.0,40.0,6.0,6.0,3.0,1.0,4699074.0
10484,1048c,3.0,18.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,3.0,0.0,1.0,1.0,5354.0
10484,10860,2.0,10.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,4311.0
155d0,15530,7.0,36.0,10.0,15.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,26.0,6.0,1.0,1.0,2.0,1417.0
155d0,155dc,8.0,37.0,10.0,15.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,26.0,6.0,1.0,2.0,2.0,1646.0
155d0,15a10,4.0,24.0,5.0,11.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,15.0,6.0,1.0,0.0,2.0,802.0
155d0,15a40,5.0,29.0,7.0,13.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,20.0,6.0,1.0,0.0,2.0,1021.0
155d0,15504,3.0,14.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,4.0,1.0,0.0,2.0,579.0
155d0,14fd0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,285.99999999999994
155d0,155e0,9.0,40.0,10.0,15.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0,28.0,6.0,1.0,3.0,2.0,1937.0
155d0,15528,6.0,31.0,7.0,14.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,21.0,6.0,1.0,1.0,2.0,1240.0
10398,103f4,2.0,20.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,11.0,3.0,0.0,1.0,1.0,225269.99999999994
10398,10420,6.0,40.0,0.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,25.0,5.0,0.0,5.0,1.0,1414369.0
10398,1042c,8.0,51.0,0.0,11.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,33.0,6.0,0.0,7.0,1.0,1526059.0
10398,10438,9.0,55.0,0.0,12.0,0.0,0.0,7.0,2.0,0.0,0.0,4.0,35.0,7.0,0.0,7.0,2.0,1536725.0
103f4,10420,5.0,23.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,5.0,0.0,1307544.0
1051c,102d0,2.0,44.0,2.0,19.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,28.0,4.0,6.0,1.0,0.0,3606137.0
